client_id,referrer_code,city,postal_code,latitude,longitude,initial_visit_date,month,year,product_count
228,MEDIA,Brampton,L6Y3Y9,43.713346,-79.771651,12/03/2012,3,2012,1
179,MEDIA,Brampton,L6P1H3,43.774525,-79.663243,30/01/2012,1,2012,0
3,OTHER CLIENTS,Brampton,L6P1L8,43.775235,-79.672987,17/12/2012,12,2012,1
2,OTHER CLIENTS,Brampton,L6P1L8,43.775235,-79.672987,11/12/2012,12,2012,2
138,OTHER CLIENTS,Brampton,L6P1M3,43.774104,-79.672511,10/10/2012,10,2012,2
212,OTHER CLIENTS,Brampton,L6Y5G6,43.647601,-79.732756,09/10/2012,10,2012,1
212,OTHER CLIENTS,Brampton,L6Y5G6,43.647601,-79.732756,09/10/2012,10,2012,1
270,OTHER CLIENTS,Brampton,L6P0Z6,43.782519,-79.67251,24/09/2012,9,2012,1
271,OTHER CLIENTS,Brampton,L6P0Z6,43.782519,-79.67251,24/09/2012,9,2012,0
325,OTHER CLIENTS,Brampton,L6P3N6,43.789057,-79.668946,24/07/2012,7,2012,1
1,OTHER CLIENTS,Brampton,L6P1L8,43.775235,-79.672987,12/07/2012,7,2012,1
204,OTHER CLIENTS,Brampton,L6R3J1,43.766526,-79.747589,24/04/2012,4,2012,1
204,OTHER CLIENTS,Brampton,L6R3J1,43.766526,-79.747589,24/04/2012,4,2012,1
205,OTHER CLIENTS,Brampton,L6R3J1,43.766526,-79.747589,24/04/2012,4,2012,1
200,OTHER CLIENTS,Brampton,L6P1R5,43.77229,-79.674498,05/04/2012,4,2012,1
200,OTHER CLIENTS,Brampton,L6P1R5,43.77229,-79.674498,05/04/2012,4,2012,1
206,OTHER CLIENTS,Brampton,L6S0A5,43.764125,-79.714574,12/03/2012,3,2012,1
206,OTHER CLIENTS,Brampton,L6S0A5,43.764125,-79.714574,12/03/2012,3,2012,1
207,OTHER CLIENTS,Brampton,L6P2M8,43.781993,-79.668314,12/03/2012,3,2012,0
207,OTHER CLIENTS,Brampton,L6P2M8,43.781993,-79.668314,12/03/2012,3,2012,0
157,Referrer_0,Brampton,L6P1R5,43.77229,-79.674498,28/11/2012,11,2012,2
202,Referrer_0,Brampton,L6P1R5,43.77229,-79.674498,28/11/2012,11,2012,2
124,Referrer_0,Brampton,L6P2M9,43.777451,-79.677479,05/08/2012,8,2012,2
155,Referrer_0,Brampton,L6P3L3,43.787993,-79.667893,12/04/2012,4,2012,3
154,Referrer_0,Brampton,L6P3L3,43.787993,-79.667893,11/01/2012,1,2012,2
307,Referrer_1,Brampton,L6P1M4,43.774147,-79.6726,15/11/2012,11,2012,1
302,Referrer_1,Brampton,L6P1M4,43.774147,-79.6726,09/07/2012,7,2012,1
303,Referrer_1,Brampton,L6P1M4,43.774147,-79.6726,09/07/2012,7,2012,1
304,Referrer_1,Brampton,L6P1M4,43.774147,-79.6726,09/07/2012,7,2012,1
305,Referrer_1,Brampton,L6P1M4,43.774147,-79.6726,09/07/2012,7,2012,1
306,Referrer_1,Brampton,L6P1M4,43.774147,-79.6726,14/05/2012,5,2012,2
248,Referrer_1,Brampton,L6Y3C9,43.651905,-79.746009,20/04/2012,4,2012,2
249,Referrer_1,Brampton,L6Y3C9,43.651905,-79.746009,29/02/2012,2,2012,1
62,Referrer_10,Brampton,L6R2G9,43.732594,-79.759251,13/06/2012,6,2012,1
336,Referrer_11,Brampton,L6P2Y4,43.781657,-79.682904,11/12/2012,12,2012,1
37,Referrer_13,Brampton,L6P2L4,43.780033,-79.69885,31/12/2012,12,2012,2
38,Referrer_13,Brampton,L6P2L4,43.780033,-79.69885,31/12/2012,12,2012,2
120,Referrer_15,Brampton,L6P2S3,43.768218,-79.664535,31/12/2012,12,2012,2
71,Referrer_16,Brampton,L6P2Y1,43.782898,-79.682903,19/04/2012,4,2012,2
314,Referrer_18,Brampton,L6P3V1,43.783764,-79.676795,31/12/2012,12,2012,2
315,Referrer_18,Brampton,L6P3V1,43.783764,-79.676795,31/12/2012,12,2012,2
329,Referrer_19,Brampton,L6P3G6,43.791013,-79.682328,13/06/2012,6,2012,1
330,Referrer_19,Brampton,L6P3G6,43.791013,-79.682328,13/06/2012,6,2012,2
125,Referrer_2,Brampton,L6P1J5,43.781194,-79.658503,17/12/2012,12,2012,2
126,Referrer_2,Brampton,L6P1J5,43.781194,-79.658503,17/12/2012,12,2012,2
122,Referrer_2,Brampton,L6P2M9,43.777451,-79.677479,13/09/2012,9,2012,1
127,Referrer_2,Brampton,L6R3G6,43.767964,-79.736536,23/07/2012,7,2012,1
130,Referrer_2,Brampton,L6P2G2,43.76955,-79.692515,12/04/2012,4,2012,1
343,Referrer_20,Brampton,L6P1M5,43.774852,-79.67155,14/08/2012,8,2012,0
342,Referrer_20,Brampton,L6P1M5,43.774852,-79.67155,12/05/2012,5,2012,1
277,Referrer_22,Brampton,L6R1V3,43.743062,-79.747334,06/11/2012,11,2012,2
278,Referrer_22,Brampton,L6R1V3,43.743062,-79.747334,06/11/2012,11,2012,2
25,Referrer_24,Brampton,L6P1H2,43.77589,-79.662339,10/10/2012,10,2012,3
339,Referrer_26,Brampton,L6P3G8,43.790354,-79.681295,31/12/2012,12,2012,1
6,Referrer_3,Brampton,L6P1L8,43.775235,-79.672987,31/12/2012,12,2012,2
311,Referrer_3,Brampton,L6P3H2,43.789095,-79.678974,04/12/2012,12,2012,2
26,Referrer_3,Brampton,L6P1H2,43.77589,-79.662339,20/09/2012,9,2012,1
5,Referrer_3,Brampton,L6P1L8,43.775235,-79.672987,09/07/2012,7,2012,2
308,Referrer_3,Brampton,L6P3A6,43.7719,-79.685046,05/07/2012,7,2012,1
309,Referrer_3,Brampton,L6P3A6,43.7719,-79.685046,04/07/2012,7,2012,1
310,Referrer_3,Brampton,L6P3A6,43.7719,-79.685046,26/06/2012,6,2012,2
103,Referrer_3,Brampton,L6P1P1,43.783455,-79.663173,12/03/2012,3,2012,1
104,Referrer_3,Brampton,L6P1P1,43.783455,-79.663173,12/03/2012,3,2012,1
337,Referrer_30,Brampton,L6S1S4,43.71975,-79.729493,29/02/2012,2,2012,1
347,Referrer_31,Brampton,L6P3N3,43.788972,-79.671389,05/04/2012,4,2012,1
345,Referrer_36,Brampton,L6P2X9,43.782875,-79.684549,19/05/2012,5,2012,1
338,Referrer_40,Brampton,L6R1S1,43.754551,-79.735752,05/04/2012,4,2012,1
64,Referrer_43,Brampton,L6P1R2,43.771062,-79.670396,06/04/2012,4,2012,2
320,Referrer_44,Brampton,L6Z3N2,43.73676,-79.814966,29/08/2012,8,2012,1
294,Referrer_5,Brampton,L6P3J6,43.784366,-79.673008,31/12/2012,12,2012,1
29,Referrer_6,Brampton,L6P1N9,43.774495,-79.676838,12/04/2012,4,2012,2
255,Referrer_8,Brampton,L6X0R1,43.673442,-79.819632,11/06/2012,6,2012,2
268,Referrer_8,Brampton,L6R0R3,43.776257,-79.676422,11/01/2012,1,2012,2
269,Referrer_8,Brampton,L6R0R3,43.776257,-79.676422,11/01/2012,1,2012,2
324,Referrer_9,Brampton,L6P2R3,43.779093,-79.671255,11/01/2012,1,2012,1
177,REHAB CLINIC,Brampton,L6P1J4,43.781811,-79.658804,31/12/2012,12,2012,2
175,REHAB CLINIC,Brampton,L6P1K4,43.778973,-79.669619,28/12/2012,12,2012,1
176,REHAB CLINIC,Brampton,L6P1K4,43.778973,-79.669619,28/12/2012,12,2012,1
169,REHAB CLINIC,Brampton,L6P2A4,43.777453,-79.703305,17/12/2012,12,2012,1
174,REHAB CLINIC,Brampton,L6P1K4,43.778973,-79.669619,14/12/2012,12,2012,1
170,REHAB CLINIC,Brampton,L6P2A4,43.777453,-79.703305,31/10/2012,10,2012,1
185,REHAB CLINIC,Brampton,L6P2G1,43.768658,-79.688871,30/10/2012,10,2012,1
168,REHAB CLINIC,Brampton,L6P1S1,43.770857,-79.666468,29/08/2012,8,2012,1
178,REHAB CLINIC,Brampton,L6P1H3,43.774525,-79.663243,25/06/2012,6,2012,2
172,REHAB CLINIC,Brampton,L6P1V2,43.786292,-79.661575,24/04/2012,4,2012,2
161,REHAB CLINIC,Brampton,L6P1S2,43.772667,-79.666095,11/01/2012,1,2012,2
94,WALK-IN,Brampton,L6S1T1,43.736282,-79.713091,31/12/2012,12,2012,1
258,WALK-IN,Brampton,L6Y5A2,43.645562,-79.734687,31/12/2012,12,2012,1
195,WALK-IN,Brampton,L6P1H1,43.774381,-79.663601,21/12/2012,12,2012,3
39,WALK-IN,Brampton,L6S0A4,43.763183,-79.714896,20/12/2012,12,2012,1
40,WALK-IN,Brampton,L6S0A4,43.763183,-79.714896,20/12/2012,12,2012,2
41,WALK-IN,Brampton,L6P3H3,43.789372,-79.677948,20/12/2012,12,2012,0
260,WALK-IN,Brampton,L6P3G4,43.78853,-79.686929,17/12/2012,12,2012,1
27,WALK-IN,Brampton,L6P2C4,43.772229,-79.708831,27/11/2012,11,2012,2
77,WALK-IN,Brampton,L6X3R1,43.700069,-79.786896,22/11/2012,11,2012,1
86,WALK-IN,Brampton,L6P2X1,43.779534,-79.721826,20/11/2012,11,2012,0
87,WALK-IN,Brampton,L6P2X1,43.779534,-79.721826,20/11/2012,11,2012,1
78,WALK-IN,Brampton,L6X3R1,43.700069,-79.786896,16/11/2012,11,2012,1
259,WALK-IN,Brampton,L6P3G4,43.78853,-79.686929,15/11/2012,11,2012,3
92,WALK-IN,Brampton,L6X5C3,43.691887,-79.798429,07/11/2012,11,2012,1
93,WALK-IN,Brampton,L6P2R8,43.768028,-79.663993,07/11/2012,11,2012,0
48,WALK-IN,Brampton,L6V4T2,43.71634,-79.759663,10/10/2012,10,2012,1
49,WALK-IN,Brampton,L6V4T2,43.71634,-79.759663,10/10/2012,10,2012,0
72,WALK-IN,Brampton,L6P2H1,43.77578,-79.677308,24/09/2012,9,2012,1
20,WALK-IN,Brampton,L6P1H2,43.77589,-79.662339,13/09/2012,9,2012,2
91,WALK-IN,Brampton,L6R0H5,43.766917,-79.760425,20/07/2012,7,2012,1
90,WALK-IN,Brampton,L6R0H5,43.766917,-79.760425,14/07/2012,7,2012,0
261,WALK-IN,Brampton,L6P3G7,43.7918,-79.680103,12/07/2012,7,2012,1
10,WALK-IN,Brampton,L6P1G9,43.775968,-79.664363,19/06/2012,6,2012,1
89,WALK-IN,Brampton,L6R0Z4,43.776903,-79.751629,28/05/2012,5,2012,1
80,WALK-IN,Brampton,L6S3H7,43.745613,-79.725511,14/05/2012,5,2012,2
81,WALK-IN,Brampton,L6S3H7,43.745613,-79.725511,14/05/2012,5,2012,3
69,WALK-IN,Brampton,L6P2Y1,43.782898,-79.682903,24/04/2012,4,2012,2
84,WALK-IN,Brampton,L6P0R1,43.779806,-79.708326,24/04/2012,4,2012,1
9,WALK-IN,Brampton,L6P1G9,43.775968,-79.664363,12/04/2012,4,2012,1
11,WALK-IN,Brampton,L6P1G9,43.775968,-79.664363,12/04/2012,4,2012,2
21,WALK-IN,Brampton,L6P1H2,43.77589,-79.662339,12/04/2012,4,2012,1
52,WALK-IN,Brampton,L6R0S6,43.754102,-79.775312,11/04/2012,4,2012,1
88,WALK-IN,Brampton,L6P2X1,43.779534,-79.721826,12/03/2012,3,2012,1
85,WALK-IN,Brampton,L6X4C5,43.679093,-79.788679,23/02/2012,2,2012,1
57,WALK-IN,Brampton,L6Y5M2,43.642326,-79.752975,11/01/2012,1,2012,1
250,Referrer_2,Etobicoke,M9P1A8,43.685964,-79.518898,18/04/2012,4,2012,3
251,Referrer_2,Etobicoke,M9P1A8,43.685964,-79.518898,18/04/2012,4,2012,1
131,LOYAL CLIENT,Mississauga,L4T1W8,43.718656,-79.642868,17/12/2012,12,2012,1
132,LOYAL CLIENT,Mississauga,L4T1W8,43.718656,-79.642868,17/12/2012,12,2012,1
222,LOYAL CLIENT,Mississauga,L5C2G5,43.559868,-79.661236,28/09/2012,9,2012,2
246,Referrer_1,Mississauga,L4Z4H1,43.607312,-79.641541,11/10/2012,10,2012,2
331,Referrer_6,Mississauga,L5R3B9,43.602169,-79.678319,16/05/2012,5,2012,1
180,REHAB CLINIC,Mississauga,L4T2K1,43.711484,-79.651414,31/12/2012,12,2012,1
333,REHAB CLINIC,Mississauga,L5R3B9,43.602169,-79.678319,31/08/2012,8,2012,3
106,WALK-IN,Mississauga,L5M4B9,43.554597,-79.700481,28/12/2012,12,2012,2
326,Referrer_41,North York,M2N4P5,43.782233,-79.399206,30/05/2012,5,2012,1
139,LOYAL CLIENT,Shelburne,L0N1S8,44.090288,-80.129839,13/12/2012,12,2012,1
140,OTHER CLIENTS,Shelburne,L0N1S8,44.090288,-80.129839,13/12/2012,12,2012,2
341,Referrer_37,Springbrook,L6X0S4,43.668255,-79.804849,31/12/2012,12,2012,2
79,WALK-IN,Woodbridge,L4H1G5,43.799573,-79.617487,17/12/2012,12,2012,1
47,WALK-IN,Woodbridge,L4H2X1,43.83354,-79.566566,13/06/2012,6,2012,1
67,WALK-IN,Woodbridge,L4H2N8,43.824332,-79.619298,05/04/2012,4,2012,1
